"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: calc","Param: dimension","Param: vectorsCount"
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,95.268702,9.373319,"us/op",NativePanama,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,628.124993,1.810549,"us/op",NativePanama,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,2145.745794,95.314000,"us/op",NativePanama,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,136.311959,0.937592,"us/op",NativePanama,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,843.091820,41.451117,"us/op",NativePanama,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,3129.932779,16.738661,"us/op",NativePanama,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,226.738787,0.836186,"us/op",NativePanama,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,1373.447303,54.966473,"us/op",NativePanama,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMatrix","avgt",1,10,5433.755559,7.316589,"us/op",NativePanama,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,15.586430,0.104354,"us/op",PlainJava,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,39.437867,0.085446,"us/op",PlainJava,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,79.511083,0.325345,"us/op",PlainJava,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,23.228980,0.092474,"us/op",PlainJava,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,57.877729,0.020967,"us/op",PlainJava,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,117.642290,1.016863,"us/op",PlainJava,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,60.585274,0.098748,"us/op",PlainJava,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,153.226889,0.115139,"us/op",PlainJava,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,305.825677,1.704031,"us/op",PlainJava,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,13.257300,0.044573,"us/op",VectorApi,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,33.010619,0.033717,"us/op",VectorApi,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,66.384717,0.063535,"us/op",VectorApi,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,19.524861,0.017658,"us/op",VectorApi,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,48.578345,0.137297,"us/op",VectorApi,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,97.688496,0.085365,"us/op",VectorApi,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,38.645262,0.049621,"us/op",VectorApi,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,96.144270,0.071707,"us/op",VectorApi,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,192.890536,0.100866,"us/op",VectorApi,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,10.165250,1.030457,"us/op",NativeJni,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,27.021570,2.274980,"us/op",NativeJni,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,54.123209,4.876779,"us/op",NativeJni,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,14.756398,1.580696,"us/op",NativeJni,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,39.736085,4.243297,"us/op",NativeJni,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,84.201087,9.491303,"us/op",NativeJni,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,31.292628,3.019742,"us/op",NativeJni,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,85.865061,3.798393,"us/op",NativeJni,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,174.951480,14.996204,"us/op",NativeJni,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,1.705369,0.034596,"us/op",NativePanama,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,4.441127,0.146296,"us/op",NativePanama,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,8.894943,0.171503,"us/op",NativePanama,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,2.444721,0.056069,"us/op",NativePanama,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,6.192247,0.262883,"us/op",NativePanama,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,13.306995,0.303962,"us/op",NativePanama,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,4.121838,0.147742,"us/op",NativePanama,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,11.509065,0.319206,"us/op",NativePanama,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.angularDistancesMulti","avgt",1,10,22.017387,0.248973,"us/op",NativePanama,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.403882,0.033921,"us/op",PlainJava,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,3.616922,0.084483,"us/op",PlainJava,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,6.844807,0.036382,"us/op",PlainJava,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.923970,0.039088,"us/op",PlainJava,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,4.717104,0.083799,"us/op",PlainJava,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,10.652740,0.566621,"us/op",PlainJava,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,3.718920,0.133375,"us/op",PlainJava,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,9.690155,0.623922,"us/op",PlainJava,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,19.740649,0.189397,"us/op",PlainJava,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.254851,0.118284,"us/op",VectorApi,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,4.178182,0.026192,"us/op",VectorApi,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,10.105431,1.639681,"us/op",VectorApi,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.719983,0.123439,"us/op",VectorApi,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,6.774421,0.215041,"us/op",VectorApi,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,15.781246,0.954165,"us/op",VectorApi,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,4.095613,0.085909,"us/op",VectorApi,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,15.394350,1.626124,"us/op",VectorApi,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,27.603231,0.248741,"us/op",VectorApi,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,21.794467,2.311230,"us/op",NativeJni,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,55.011660,0.811572,"us/op",NativeJni,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,121.671381,1.803891,"us/op",NativeJni,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,30.205613,1.903209,"us/op",NativeJni,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,87.540698,2.536780,"us/op",NativeJni,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,178.304571,10.229600,"us/op",NativeJni,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,70.226686,0.249511,"us/op",NativeJni,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,174.349843,10.716154,"us/op",NativeJni,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,368.703235,5.878273,"us/op",NativeJni,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.457427,0.136136,"us/op",NativePanama,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,3.941386,0.077716,"us/op",NativePanama,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,8.096674,1.173833,"us/op",NativePanama,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,1.919941,0.032446,"us/op",NativePanama,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,5.055648,0.211620,"us/op",NativePanama,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,10.031447,0.270517,"us/op",NativePanama,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,3.552427,0.283930,"us/op",NativePanama,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,9.311788,0.342514,"us/op",NativePanama,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.averageVector","avgt",1,10,19.946547,0.816323,"us/op",NativePanama,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,589.512953,0.716661,"us/op",PlainJava,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,3866.165675,4.109442,"us/op",PlainJava,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,15542.094421,47.161203,"us/op",PlainJava,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,937.425097,2.336490,"us/op",PlainJava,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,6090.383486,5.034855,"us/op",PlainJava,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,24531.780423,41.676996,"us/op",PlainJava,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,2027.978817,8.651365,"us/op",PlainJava,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,12839.443138,13.735619,"us/op",PlainJava,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,51505.032116,130.263515,"us/op",PlainJava,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,269.102172,0.572237,"us/op",VectorApi,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1746.161150,15.748968,"us/op",VectorApi,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,6982.856819,8.789070,"us/op",VectorApi,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,383.784737,0.830006,"us/op",VectorApi,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,2479.696778,5.718249,"us/op",VectorApi,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,10053.783870,48.649783,"us/op",VectorApi,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,732.088673,1.787424,"us/op",VectorApi,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,4707.382445,10.929877,"us/op",VectorApi,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,19176.280342,23.376423,"us/op",VectorApi,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,73.200229,2.068762,"us/op",NativeJni,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,425.438793,0.769414,"us/op",NativeJni,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1681.660957,54.490574,"us/op",NativeJni,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,101.727325,0.763407,"us/op",NativeJni,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,478.445288,2.575793,"us/op",NativeJni,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1909.741553,39.370990,"us/op",NativeJni,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,194.240233,0.994682,"us/op",NativeJni,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1109.356093,102.681502,"us/op",NativeJni,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,4560.468526,5.253347,"us/op",NativeJni,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,80.050628,6.172051,"us/op",NativePanama,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,521.726921,4.357197,"us/op",NativePanama,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1875.433781,118.099990,"us/op",NativePanama,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,115.285082,0.501319,"us/op",NativePanama,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,715.804193,12.949589,"us/op",NativePanama,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,2609.458209,25.066159,"us/op",NativePanama,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,200.933883,0.652857,"us/op",NativePanama,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,1234.047545,53.414145,"us/op",NativePanama,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMatrix","avgt",1,10,4912.278273,38.275061,"us/op",NativePanama,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,11.915014,0.043410,"us/op",PlainJava,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,29.886767,0.122992,"us/op",PlainJava,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,60.017923,0.186041,"us/op",PlainJava,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,19.029566,0.084317,"us/op",PlainJava,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,47.455346,0.091372,"us/op",PlainJava,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,95.571311,0.436406,"us/op",PlainJava,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,40.010898,0.270708,"us/op",PlainJava,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,100.550585,0.320833,"us/op",PlainJava,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,201.527606,1.084836,"us/op",PlainJava,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,5.114256,0.050872,"us/op",VectorApi,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,13.193711,0.215221,"us/op",VectorApi,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,27.645195,0.874090,"us/op",VectorApi,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,7.595634,0.117090,"us/op",VectorApi,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,19.439601,0.064141,"us/op",VectorApi,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,39.013693,0.056130,"us/op",VectorApi,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,15.117419,0.033772,"us/op",VectorApi,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,38.181454,0.068049,"us/op",VectorApi,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,74.566505,1.108088,"us/op",VectorApi,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,9.888117,1.147978,"us/op",NativeJni,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,25.897176,1.293856,"us/op",NativeJni,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,58.649678,1.142998,"us/op",NativeJni,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,14.666922,1.321291,"us/op",NativeJni,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,38.788513,2.451650,"us/op",NativeJni,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,82.043952,2.048160,"us/op",NativeJni,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,31.515546,1.188484,"us/op",NativeJni,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,84.728409,2.456438,"us/op",NativeJni,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,168.226233,11.982149,"us/op",NativeJni,768,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,1.310097,0.068842,"us/op",NativePanama,256,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,3.611915,0.317548,"us/op",NativePanama,256,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,6.471843,0.092774,"us/op",NativePanama,256,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,1.717451,0.044573,"us/op",NativePanama,384,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,4.727067,0.340908,"us/op",NativePanama,384,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,9.948196,0.494872,"us/op",NativePanama,384,500
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,3.404436,0.080107,"us/op",NativePanama,768,100
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,9.763374,0.183537,"us/op",NativePanama,768,250
"ru.ifmo.se.benchmarks.MultiVectorOperationsBenchmark.euclidDistancesMulti","avgt",1,10,18.940349,0.316819,"us/op",NativePanama,768,500
