"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: K","Param: calc","Param: dimension","Param: distance","Param: vectorsCount"
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,318.038446,36.700801,"ms/op",50,VectorApi,256,euc,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,1061.819802,362.372432,"ms/op",50,VectorApi,256,euc,10000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,46.726959,3.017214,"ms/op",50,VectorApi,256,ang,1000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,778.714773,155.092171,"ms/op",50,VectorApi,256,ang,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,3096.113185,1521.613084,"ms/op",50,VectorApi,256,ang,10000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,36.024680,2.784981,"ms/op",50,NativeJni,256,euc,1000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,634.591299,86.457460,"ms/op",50,NativeJni,256,euc,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,2169.489469,541.109837,"ms/op",50,NativeJni,256,euc,10000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,38.650750,1.711451,"ms/op",50,NativeJni,256,ang,1000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,653.493184,56.854486,"ms/op",50,NativeJni,256,ang,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,2156.906626,640.270141,"ms/op",50,NativeJni,256,ang,10000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,6.290497,0.138159,"ms/op",50,NativePanama,256,euc,1000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,109.143302,9.436604,"ms/op",50,NativePanama,256,euc,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,391.537172,68.743219,"ms/op",50,NativePanama,256,euc,10000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,7.955421,0.268455,"ms/op",50,NativePanama,256,ang,1000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,133.093718,15.777814,"ms/op",50,NativePanama,256,ang,5000
"ru.ifmo.se.benchmarks.ComplexVectorOperations.knn","avgt",1,10,436.401069,71.437726,"ms/op",50,NativePanama,256,ang,10000
